game_id,nickname,total_turns,first_five_turns_points,max_points_turn,min_points_turn,max_min_difference,first,time_control_name,game_end_reason,winner,created_at,lexicon,initial_time_seconds,increment_seconds,rating_mode,max_overtime_minutes,game_duration_seconds,time_used
49440,ZeMing,12,152,68,0,68,ZeMing,regular,STANDARD,0,8/12/2022 3:01,CSW21,1200,0,RATED,1,234.03804399999999,0.195031703
71585,CindyLingXinJie,16,59,29,4,25,CindyLingXinJie,rapid,STANDARD,0,8/2/2022 11:01,CSW21,780,0,RATED,1,686.118499,0.879639101
33100,BB-8,16,74,74,2,72,BB-8,regular,STANDARD,1,8/29/2022 17:07,ECWL,900,0,CASUAL,10,177.6444061,0.197382673
54808,BetterBot,16,89,70,0,70,Kathleen3,regular,STANDARD,1,8/18/2022 17:40,CSW21,1800,0,RATED,1,567.3148921000001,0.31517494
18278,STEEBot,14,102,43,9,34,Trayz,regular,STANDARD,1,8/25/2022 13:53,CSW21,1440,0,CASUAL,1,633.2368002000001,0.439747778
48073,STEEBot,11,129,42,14,28,STEEBot,rapid,RESIGNED,0,8/11/2022 21:56,NWL20,720,0,RATED,1,94.8559351,0.131744354
53487,STEEBot,13,132,83,19,64,STEEBot,regular,STANDARD,0,8/17/2022 15:57,NWL20,1200,0,RATED,1,328.873951,0.274061626
5805,BetterBot,14,78,98,2,96,velocat,regular,STANDARD,0,9/13/2022 18:31,NWL20,1200,0,RATED,1,1090.45853,0.908715442
6164,NoelL,12,168,56,5,51,NoelL,regular,STANDARD,0,8/28/2022 13:58,CSW21,1200,0,RATED,1,405.1389542,0.337615795
25073,BetterBot,15,100,42,8,34,BetterBot,regular,STANDARD,1,8/21/2022 0:36,CSW21,900,0,RATED,1,571.4466487999999,0.634940721
55988,HastyBot,16,63,74,0,74,BB-8,regular,STANDARD,0,8/31/2022 1:24,ECWL,900,0,CASUAL,10,169.2673039,0.188074782
55139,STEEBot,12,142,78,19,59,Banman1,regular,STANDARD,1,9/22/2022 21:38,NWL20,1200,0,RATED,1,634.187856,0.52848988
46290,STEEBot,11,176,90,5,85,kellymm,regular,STANDARD,0,8/19/2022 9:04,CSW21,1200,1,RATED,0,421.09948089999995,0.350916234
15914,BetterBot,17,143,79,0,79,BetterBot,regular,STANDARD,0,8/16/2022 4:28,NWL20,1200,0,RATED,1,693.8761611000001,0.578230134
17749,BetterBot,12,140,83,12,71,ChsrQat,regular,STANDARD,0,9/16/2022 16:47,CSW21,900,0,RATED,1,656.2850609,0.729205623
25108,BB-8,14,98,42,4,38,BB-8,regular,STANDARD,0,9/4/2022 15:21,ECWL,900,0,CASUAL,10,202.66013999999998,0.225177933
21805,BetterBot,16,57,29,7,22,ponp,regular,STANDARD,1,8/15/2022 5:51,CSW21,1320,0,RATED,1,483.6959879,0.36643635399999996
70420,pandorable,15,88,77,8,69,pandorable,blitz,STANDARD,1,8/28/2022 1:38,CSW21,300,0,RATED,1,262.9122779,0.87637426
72267,NoelL,14,104,80,2,78,HastyBot,regular,STANDARD,0,8/28/2022 13:29,CSW21,1200,0,RATED,1,559.4642719999999,0.46622022700000004
54959,BetterBot,17,83,61,7,54,BetterBot,regular,STANDARD,0,8/5/2022 14:04,CSW21,1200,0,RATED,1,465.14194580000003,0.387618288
66636,HastyBot,14,54,65,2,63,BB-8,regular,STANDARD,1,9/6/2022 5:56,ECWL,900,0,CASUAL,10,207.066375,0.23007375
1531,pisces223,12,73,80,5,75,STEEBot,regular,STANDARD,0,8/4/2022 17:25,NWL20,1200,0,RATED,1,301.3732748,0.251144396
57801,STEEBot,15,133,83,0,83,STEEBot,rapid,STANDARD,0,8/15/2022 1:16,NWL20,720,0,RATED,1,133.4569621,0.185356892
3244,HastyBot,16,45,86,2,84,HastyBot,regular,STANDARD,1,9/21/2022 11:04,NWL20,3600,0,RATED,10,514.425421,0.14289595
59057,STEEBot,14,85,83,12,71,STEEBot,regular,STANDARD,0,7/28/2022 6:56,CSW21,1200,0,RATED,1,578.4704239,0.48205868700000004
50527,Laju,14,136,41,12,29,BetterBot,regular,STANDARD,0,8/24/2022 22:54,CSW21,1200,0,RATED,1,289.0532451,0.240877704
24377,HastyBot,13,98,64,8,56,tequilajoe,rapid,STANDARD,1,9/15/2022 3:57,NWL20,600,0,RATED,1,313.229075,0.522048458
38558,thraoph,12,164,86,13,73,thraoph,regular,STANDARD,0,9/9/2022 4:15,CSW21,1200,0,RATED,1,336.4155941,0.28034632800000003
30581,deathstar,13,134,101,2,99,deathstar,regular,STANDARD,1,9/22/2022 6:56,NWL20,1200,0,RATED,1,419.364099,0.349470083
68443,BetterBot,12,163,62,7,55,kar2008,regular,STANDARD,1,9/10/2022 4:21,NWL20,1200,0,RATED,1,549.7677619,0.45813980200000004
30674,vinylchances,11,178,89,11,78,HastyBot,blitz,STANDARD,0,9/1/2022 4:43,CSW21,60,5,RATED,0,101.4543929,1.6909065490000001
13665,HastyBot,14,99,73,6,67,HastyBot,regular,STANDARD,0,9/23/2022 7:40,ECWL,900,0,CASUAL,10,198.705621,0.220784023
23374,STEEBot,15,132,102,3,99,STEEBot,regular,STANDARD,0,8/8/2022 7:27,NWL20,3600,15,RATED,0,99.11473107,0.02753187
4040,STEEBot,15,105,39,4,35,STEEBot,regular,STANDARD,1,9/10/2022 12:37,CSW21,1200,0,RATED,1,461.2175841,0.38434798700000006
40520,STEEBot,14,121,57,10,47,orlyns,regular,STANDARD,0,9/6/2022 11:30,CSW21,1200,0,RATED,1,1114.673455,0.928894546
28720,wzy3112,18,50,70,2,68,wzy3112,regular,STANDARD,1,9/19/2022 11:20,CSW21,3600,0,RATED,1,1098.37284,0.305103567
18993,HastyBot,15,90,43,0,43,HastyBot,regular,STANDARD,0,9/5/2022 17:14,ECWL,900,0,CASUAL,10,213.84564590000002,0.237606273
66816,HastyBot,11,222,87,8,79,Esan,regular,STANDARD,0,9/21/2022 5:15,CSW21,1200,0,RATED,0,525.792275,0.438160229
59385,HastyBot,16,73,79,6,73,wishlessemperor,rapid,STANDARD,0,9/6/2022 6:31,CSW21,600,0,RATED,1,613.344023,1.022240038
1539,HastyBot,14,207,92,0,92,Slascher,regular,STANDARD,0,8/27/2022 17:18,NWL20,1200,0,RATED,1,352.7783439,0.293981953
51501,Hihas,17,55,86,6,80,BetterBot,regular,STANDARD,0,9/13/2022 3:15,CSW21,900,0,RATED,2,518.6345711,0.576260635
7973,Kathleen3,15,183,92,6,86,BetterBot,regular,STANDARD,1,8/5/2022 9:56,CSW21,1800,0,RATED,1,590.0773292,0.327820738
41817,Saryk,12,125,80,14,66,STEEBot,regular,STANDARD,0,8/19/2022 22:06,NWL20,1200,0,RATED,1,449.27125,0.37439270799999996
13083,Numbat,14,70,78,6,72,Numbat,regular,STANDARD,1,9/15/2022 22:13,CSW21,1200,0,RATED,1,251.829685,0.209858071
53585,BetterBot,12,113,72,16,56,BetterBot,regular,STANDARD,1,9/18/2022 10:03,CSW21,900,0,CASUAL,1,371.0873611,0.41231929
61504,friesbasil,11,136,78,7,71,friesbasil,regular,STANDARD,1,9/2/2022 7:35,CSW21,1200,0,RATED,1,211.2465918,0.17603882699999998
40219,Drchadra,14,57,33,6,27,Drchadra,rapid,STANDARD,0,8/16/2022 1:53,CSW21,660,0,RATED,0,431.93208380000004,0.654442551
4645,BetterBot,14,77,76,9,67,BetterBot,regular,STANDARD,1,8/19/2022 4:56,NWL20,1200,0,RATED,1,497.23067710000004,0.414358898
30206,BetterBot,14,68,75,5,70,pandorable,blitz,STANDARD,0,9/8/2022 5:11,CSW21,300,0,RATED,1,146.3659379,0.48788646
63203,Melchi,11,137,94,14,80,Melchi,rapid,STANDARD,0,9/22/2022 4:20,CSW21,600,0,RATED,1,348.3125188,0.580520865
52625,HastyBot,14,73,80,4,76,HastyBot,regular,STANDARD,1,9/22/2022 4:33,NWL20,2700,0,RATED,1,1012.0693699999999,0.37484050700000004
36365,rak1507,12,128,73,13,60,STEEBot,rapid,STANDARD,1,8/8/2022 17:39,CSW21,600,0,RATED,1,354.2780919,0.5904634870000001
45161,BetterBot,14,124,46,0,46,Kovert,regular,STANDARD,1,9/8/2022 21:00,NWL20,1800,0,RATED,1,487.89731789999996,0.271054065
70234,ji1222,11,126,75,11,64,HastyBot,regular,STANDARD,0,9/23/2022 14:42,CSW21,900,0,CASUAL,1,359.2797132,0.39919968100000003
48786,snorkl,12,145,70,14,56,STEEBot,regular,STANDARD,0,9/6/2022 0:47,CSW21,1200,0,RATED,1,1060.664055,0.883886712
18316,friesbasil,16,89,74,3,71,friesbasil,regular,STANDARD,0,9/3/2022 21:24,CSW21,1200,0,RATED,1,376.0653632,0.313387803
17435,BB-8,12,171,96,14,82,HastyBot,regular,STANDARD,0,8/26/2022 6:05,ECWL,900,0,CASUAL,10,248.4630959,0.276070107
11375,huh,12,134,48,9,39,STEEBot,regular,STANDARD,0,9/6/2022 14:19,CSW21,900,1,RATED,0,263.4243112,0.292693679
19127,BetterBot,14,84,78,8,70,pandorable,blitz,STANDARD,0,8/13/2022 5:11,CSW21,300,0,RATED,1,160.39635800000002,0.534654527
22768,STEEBot,13,138,67,10,57,Leo,rapid,RESIGNED,0,8/8/2022 17:34,NWL20,600,0,RATED,1,562.8008671,0.938001445
48031,BetterBot,15,72,84,0,84,Aghalya,regular,STANDARD,1,9/21/2022 11:31,CSW21,900,0,RATED,1,616.7131341,0.685236816
29179,HastyBot,13,96,77,11,66,BB-8,regular,STANDARD,1,9/19/2022 4:40,ECWL,900,0,CASUAL,10,231.5491378,0.25727682
16114,Eloquent,14,121,91,4,87,BetterBot,regular,STANDARD,1,9/4/2022 6:10,CSW21,1200,0,CASUAL,2,235.49171780000003,0.196243098
3152,Hercules,13,92,84,2,82,Hercules,regular,STANDARD,1,8/15/2022 6:06,NWL20,1200,0,RATED,1,673.2132831,0.561011069
30733,BetterBot,16,74,68,6,62,madatom,regular,STANDARD,1,8/27/2022 18:20,CSW21,1320,0,RATED,1,873.6112819,0.661826729
34856,HastyBot,16,51,80,0,80,HastyBot,regular,STANDARD,1,9/4/2022 22:44,ECWL,900,0,CASUAL,10,232.60666609999998,0.258451851
58843,BB-8,15,117,86,8,78,BB-8,regular,STANDARD,1,9/2/2022 22:48,ECWL,900,0,CASUAL,10,204.9552059,0.22772800699999998
32568,HastyBot,13,125,80,6,74,BB-8,regular,STANDARD,0,9/4/2022 21:20,ECWL,900,0,CASUAL,10,172.17775509999998,0.191308617
25359,BetterBot,15,135,76,2,74,BetterBot,regular,STANDARD,0,8/26/2022 1:53,NWL20,1200,0,RATED,1,922.8862398,0.769071866
2384,madatom,13,119,73,6,67,BetterBot,regular,STANDARD,1,9/12/2022 13:40,CSW21,1320,0,RATED,1,842.0598791000001,0.637924151
2867,blitztkr,11,142,83,23,60,HastyBot,regular,STANDARD,0,9/8/2022 13:03,CSW21,900,0,RATED,1,612.4685440000001,0.680520604
62250,STEEBot,13,196,75,11,64,Tazz,regular,STANDARD,0,8/13/2022 17:58,CSW21,900,0,RATED,1,922.6043980000001,1.025115998
32876,SirLee,12,131,74,15,59,SirLee,regular,STANDARD,1,9/16/2022 14:39,CSW21,1800,0,RATED,1,1472.2913449999999,0.817939636
14258,STEEBot,13,165,112,8,104,STEEBot,regular,STANDARD,0,9/7/2022 12:08,CSW21,1440,0,CASUAL,1,761.165391,0.5285870770000001
47860,MarvinK,22,4,37,-19,56,MarvinK,regular,STANDARD,0,8/14/2022 2:58,NWL20,3600,0,RATED,1,2035.3137739999997,0.565364937
37721,STEEBot,17,47,70,2,68,STEEBot,regular,STANDARD,0,8/11/2022 23:37,NWL20,1140,0,RATED,1,920.0795268999999,0.8070873040000001
31655,tequilajoe,15,90,80,0,80,tequilajoe,rapid,STANDARD,0,9/3/2022 16:58,NWL20,600,0,RATED,1,199.0275459,0.331712577
67426,BB-8,14,122,113,6,107,BB-8,regular,STANDARD,1,8/30/2022 15:05,ECWL,900,0,CASUAL,10,199.2834241,0.221426027
19150,tarkovsky7,11,201,88,5,83,HastyBot,regular,STANDARD,0,9/10/2022 20:11,NWL20,3600,0,RATED,0,315.56004210000003,0.08765556699999999
41637,pingpk,11,164,77,0,77,pingpk,regular,STANDARD,0,9/10/2022 4:06,CSW21,1440,0,RATED,2,296.69948819999996,0.206041311
18841,BetterBot,12,73,77,8,69,BetterBot,regular,STANDARD,1,8/6/2022 12:25,CSW21,1320,0,RATED,1,866.078759,0.656120272
5833,HastyBot,10,204,92,22,70,HastyBot,rapid,STANDARD,0,8/29/2022 20:10,CSW21,600,0,RATED,1,285.4470439,0.47574507299999996
3811,STEEBot,12,208,86,23,63,deathstar,regular,STANDARD,0,8/16/2022 5:06,NWL20,1200,0,RATED,1,411.6549711,0.343045809
61713,STEEBot,14,134,88,12,76,STEEBot,regular,STANDARD,0,8/30/2022 10:21,CSW21,1200,0,RATED,1,370.66105600000003,0.308884213
56990,STEEBot,13,156,80,7,73,rcg,regular,STANDARD,1,8/24/2022 23:27,NWL20,840,0,CASUAL,1,751.9461269,0.8951739609999999
21127,Aarush,19,38,77,-38,115,Aarush,regular,STANDARD,0,9/17/2022 12:31,CSW21,1200,0,CASUAL,1,538.622788,0.448852323
65180,cudbear,14,112,79,4,75,STEEBot,regular,STANDARD,1,9/15/2022 23:45,CSW21,1200,0,RATED,5,922.8938899,0.7690782420000001
35016,STEEBot,17,129,74,2,72,STEEBot,regular,STANDARD,0,9/22/2022 12:44,CSW21,900,0,RATED,1,235.81189080000001,0.262013212
70351,deathstar,13,108,45,8,37,deathstar,regular,STANDARD,0,9/12/2022 19:05,NWL20,1200,0,RATED,1,429.550951,0.357959126
66252,TileRunner,12,134,41,15,26,STEEBot,regular,STANDARD,0,8/4/2022 16:00,NWL20,1500,0,RATED,1,266.906348,0.177937565
18672,STEEBot,13,121,94,8,86,STEEBot,regular,STANDARD,0,8/13/2022 5:49,CSW21,1200,0,RATED,1,244.78375789999998,0.203986465
64858,STEEBot,15,190,98,8,90,Kii,regular,STANDARD,0,8/20/2022 7:33,CSW21,900,0,RATED,1,965.1292412,1.072365824
6342,STEEBot,12,152,86,0,86,Goldenlamb,regular,RESIGNED,0,7/28/2022 23:35,CSW21,1200,0,RATED,1,259.564317,0.216303597
32237,cudbear,11,175,72,12,60,cudbear,regular,STANDARD,0,9/7/2022 3:20,CSW21,1200,0,RATED,5,895.0848391000001,0.745904033
53985,STEEBot,15,137,65,4,61,STEEBot,regular,STANDARD,1,7/29/2022 12:31,CSW21,1200,0,RATED,1,515.8122702,0.42984355799999996
65596,BetterBot,14,99,68,11,57,BetterBot,regular,STANDARD,0,8/6/2022 20:27,CSW21,1200,0,RATED,1,468.3324602,0.39027705
12855,BetterBot,14,134,77,0,77,bbharath,blitz,STANDARD,0,9/7/2022 0:23,CSW21,300,0,RATED,1,284.4956441,0.9483188140000001
69881,BetterBot,15,84,79,4,75,BetterBot,regular,STANDARD,0,8/23/2022 19:52,CSW21,900,0,RATED,5,306.10164810000003,0.34011294200000003
38911,HastyBot,14,132,81,7,74,HastyBot,regular,RESIGNED,0,9/9/2022 1:11,CSW21,900,0,RATED,1,513.4762139,0.570529127
5353,BetterBot,14,119,78,4,74,ruby43,regular,STANDARD,0,9/15/2022 2:01,NWL20,1200,0,CASUAL,1,421.67390300000005,0.351394919
57701,YLT,15,74,54,6,48,YLT,regular,STANDARD,0,8/19/2022 14:52,CSW21,3600,0,CASUAL,1,443.092036,0.123081121
44276,yss,12,231,68,0,68,yss,regular,STANDARD,0,8/21/2022 1:20,CSW21,900,0,RATED,1,291.5468981,0.323940998
22515,Omoyedivine,12,170,72,9,63,Omoyedivine,regular,STANDARD,0,8/21/2022 19:13,CSW21,1020,0,RATED,1,629.4455941000001,0.617103524
43588,BB-8,13,180,67,11,56,HastyBot,regular,STANDARD,0,9/1/2022 15:03,ECWL,900,0,CASUAL,10,160.6913021,0.178545891
22194,Vishy56789,16,72,89,0,89,Vishy56789,regular,STANDARD,0,9/4/2022 2:31,NWL20,1200,0,RATED,1,197.56383799999998,0.164636532
49179,chloe,13,108,86,8,78,chloe,blitz,STANDARD,1,9/10/2022 22:23,NWL20,300,0,RATED,1,274.71362999999997,0.9157120999999999
54233,HastyBot,12,162,70,11,59,Sphil,rapid,RESIGNED,0,9/15/2022 9:14,CSW21,600,0,RATED,1,537.3788691000001,0.8956314479999999
50028,Kev,18,36,41,0,41,BetterBot,regular,STANDARD,0,9/3/2022 6:42,CSW21,900,0,CASUAL,3,477.6328869,0.5307032079999999
54817,gerald0506,12,148,69,5,64,STEEBot,regular,STANDARD,0,9/15/2022 14:27,CSW21,1200,0,RATED,1,713.44557,0.594537975
11067,Sanuthi_Chandrakumar,11,164,83,15,68,Sanuthi_Chandrakumar,regular,STANDARD,1,9/15/2022 11:49,CSW21,1200,0,RATED,1,366.691309,0.305576091
17884,HastyBot,14,154,70,18,52,HastyBot,rapid,STANDARD,0,9/20/2022 22:29,CSW21,600,0,RATED,1,374.7106912,0.624517819
70461,FuriousTiles,15,95,112,0,112,FuriousTiles,regular,STANDARD,1,8/17/2022 19:39,NWL20,1320,0,RATED,1,611.0361788,0.462906196
23666,BB-8,14,86,68,11,57,BB-8,regular,STANDARD,0,8/28/2022 23:10,ECWL,900,0,CASUAL,10,190.11909509999998,0.21124343899999998
53695,BetterBot,14,159,86,0,86,BetterBot,regular,RESIGNED,0,9/9/2022 11:11,CSW21,900,1,RATED,0,367.55980800000003,0.408399787
20032,MB2,12,90,72,5,67,HastyBot,regular,STANDARD,0,8/28/2022 14:26,CSW21,1200,0,RATED,1,266.2182341,0.22184852800000002
51832,twjiayu,12,111,37,8,29,STEEBot,regular,STANDARD,0,9/5/2022 13:18,CSW21,1200,0,CASUAL,1,467.79739400000005,0.389831162
35003,BetterBot,14,124,85,5,80,BetterBot,blitz,STANDARD,1,9/8/2022 3:55,CSW21,300,0,RATED,1,167.7767348,0.559255783
24725,HastyBot,14,158,83,0,83,HastyBot,regular,STANDARD,0,9/5/2022 21:49,ECWL,900,0,CASUAL,10,166.7908919,0.18532321300000001
42250,Knowledgefinder,16,63,62,0,62,Knowledgefinder,regular,STANDARD,0,8/29/2022 23:09,CSW21,900,0,RATED,3,588.162087,0.65351343
